رقمالإستمارة,إسم المالك,التاريخ,الكمية المرحلة بالجرام,الولاية,الرمز
RN/324,أعمال بانوراما للإستيراد والتصدير,12/08/2024,23495.5,نهر النيل,24
RN/325,أعمال بانوراما للإستيراد والتصدير,12/08/2024,10955.3,نهر النيل,24
RN/326,شركة المنجز للإستيراد والتصدير,13/08/2024,41132.1,نهر النيل,5
RN/327,شركة وادي السبائك للأنشطة المتعددة,17/08/2024,89908.2,نهر النيل,35
RN/328,أعمال علي محمد إبراهيم,17/08/2024,37743.1,نهر النيل,8
RN/329,شركة دان للأعمال المتقدمة,17/08/2024,44264.5,نهر النيل,21
RN/330,شركة المنجز للإستيراد والتصدير,17/08/2024,79122.5,نهر النيل,5
RN/331,شركة أي كوم للإستيراد والتصدير,19/08/2024,46535.2,نهر النيل,7
RN/332,شركة بانوراما للإستيراد والتصدير,19/08/2024,34584,نهر النيل,24
RN/333,أعمال علي محمد إبراهيم,19/08/2024,14517.6,نهر النيل,8
RN/334,شركة مصري ضي النور أحمد,21/08/2024,12590,نهر النيل,55
RN/335,شركة قولد سويث,22/08/2024,18787.4,نهر النيل,60
RN/336,أعمال تالين قولد للإستيراد والتصدير,22/08/2024,16288.4,نهر النيل,26
RN/337,شركة المنجز للإستيراد والتصدير,24/08/2024,38909.3,نهر النيل,5
RN/338,شركة وادي السبائك للأنشطة المتعددة,24/08/2024,111585.6,نهر النيل,35
RN/339,شركة علقم للإستيراد والتصدير,24/08/2024,31930.5,نهر النيل,9
RN/340,أعمال بانوراما للإستيراد والتصدير,24/08/2024,44014.1,نهر النيل,24
RN/341,الشركة الفيصلية المحدودة,25/08/2024,25582.6,نهر النيل,6
RN/342,شركة كونتننتال للبترول,25/08/2024,32009.5,نهر النيل,52
RN/343,أعمال بانوراما للإستيراد والتصدير,28/08/2024,54279.5,نهر النيل,24
RN/344,شركة أي كوم التجارية,28/08/2024,14201.8,نهر النيل,7
RN/345,شركة أي كوم التجارية,28/08/2024,21273.1,نهر النيل,7
RN/346,أعمال علي محمد إبراهيم,31/08/2024,18804.3,نهر النيل,8
RN/347,شركة المنجز للإستيراد والتصدير,31/08/2024,52047,نهر النيل,5
RN/348,شركة مراسي للأنشطة المتعددة,01/09/2024,32846.1,نهر النيل,25
RN/349,شركة قولد سويت للأنشطة المتعددة,02/09/2024,18481.4,نهر النيل,60
RN/350,شركة وادي السابئك للأنشطة المتعددة,02/09/2024,34468.5,نهر النيل,35
RN/351,شركة وادي السابئك للأنشطة المتعددة,02/09/2024,15011.3,نهر النيل,35
RN/352,شركة المنجز للإستيراد والتصدير,03/09/2024,39341.3,نهر النيل,5
RN/353,شركة تيتان العالمية المحدودة,05/09/2024,17361.8,نهر النيل,28
RN/354,شركة تالين قولد للإستيراد والتصدير,05/09/2024,12840.5,نهر النيل,26
RN/355,أعمال علي محمد إبراهيم التجارية,07/09/2024,30129.1,نهر النيل,8
RN/356,شركة بانوراما للإستيراد والتصدير,07/09/2024,31013.7,نهر النيل,24
RN/357,شركة المنجز للإستيراد والتصدير,07/09/2024,46184.8,نهر النيل,5
RN/358,شركة وادي السبائك للأنشطة المتعددة,07/09/2024,82797.6,نهر النيل,35
RN/359,شركة بانوراما للإستيراد والتصدير,07/09/2024,24359.9,نهر النيل,24
RN/360,شركة قولد سويت للأنشطة المتعددة,08/09/2024,30079.5,نهر النيل,60
RN/361,شركة مأموركومرا للأنشطة المتعددة,10/09/2024,66602.6,نهر النيل,10
RN/362,شركة المنجز للإستيراد والتصدير,11/09/2024,62922.6,نهر النيل,5
RN/363,شركة أي كوم التجارية,12/09/2024,35177.9,نهر النيل,7
RN/364,شركة أي كوم التجارية,12/09/2024,20406,نهر النيل,7
RN/365,شركة بانوراما للإستيراد والتصدير,12/09/2024,55679.8,نهر النيل,24
RN/366,شركة إسفير للتعدين,12/09/2024,4580.6,نهر النيل,44
RN/367,الشركة الفيصلية المحدودة,12/09/2024,10535.9,نهر النيل,6
RN/368,شركة المنجز للإستيراد والتصدير,12/09/2024,42981.2,نهر النيل,5
RN/369,شركة كونتننتال للبترول المحدودة,14/09/2024,32763.7,نهر النيل,52
RN/370,أعمال علي محمد إبراهيم التجارية,14/09/2024,16477.7,نهر النيل,8
RN/371,شركة قولد سويت للإستثمار المحدودة,14/09/2024,19236.2,نهر النيل,60
RN/372,شركة وادي السبائك للأنشطة المتعددة,14/09/2024,58203,نهر النيل,35
RN/373,شركة أولاد محي الدين,14/09/2024,12517.4,نهر النيل,1
RN/374,شركة تيتان العالمية,16/09/2024,32167.9,نهر النيل,28
RN/375,شركة أولاد محي الدين,16/09/2024,44740.1,نهر النيل,1
RN/376,شركة أولاد محي الدين,16/09/2024,80386.8,نهر النيل,1
RN/377,شركة مراسي للأنشطة المتعددة,16/09/2024,23098.2,نهر النيل,25
RN/378,شركة بانوراما للإستيراد والتصدير,17/09/2024,46975.5,نهر النيل,24
RN/379,شركة تالين قولد للإستيراد والتصدير,17/09/2024,13802.8,نهر النيل,26
RN/380,شركة المنجز للإستيراد والتصدير,18/09/2024,56529.9,نهر النيل,5
RN/381,شركة المنجز للإستيراد والتصدير,21/09/2024,22813.4,نهر النيل,5
RN/382,شركة بانوراما للإستيراد  والتصدير,21/09/2024,35191,نهر النيل,24
RN/383,شركة وادي السبائك للأنشطة المتعددة,21/09/2024,123751.8,نهر النيل,35
RN/384,أعمال أي كوم التجارية المحدودة,22/09/2024,50443.1,نهر النيل,7
RN/385,أعمال أي كوم التجارية المحدودة,22/09/2024,11762.9,نهر النيل,7
RN/386,الشركة الفيصلية المحدودة,24/09/2024,6839.2,نهر النيل,6
RN/387,شركة قولد أسويت للأنشطة المتعددة,24/09/2024,23925.4,نهر النيل,60
RN/388,شركة أعمال التعدين المتقدمة,26/09/2024,7475.6,نهر النيل,15
RN/389,أعمال بانوراما للأنشطة المتعددة,28/09/2024,43695,نهر النيل,24
RN/390,شركة مراسي للأنشطة المتعددة,28/09/2024,28984.6,نهر النيل,25
RN/391,أعمال تالين قولد للإستيراد والتصدير,30/09/2024,20598.8,نهر النيل,26
RN/392,أعمال بانوراما للإستيراد والتصدير,30/09/2024,4389.2,نهر النيل,24
RN/393,أعمال بانوراما للإستيراد والتصدير,30/09/2024,28392.6,نهر النيل,24
RN/394,شركة أعمال محمد علي عبد الوهاب,30/09/2024,29490.5,نهر النيل,61
RN/395,شركة أعمال محمد علي عبد الوهاب,30/09/2024,25333.2,نهر النيل,61
RN/396,شركة ريناس,30/09/2024,6187.2,نهر النيل,45
RN/397,أعمال علي محمد إبراهيم,30/09/2024,28295.1,نهر النيل,8
RN/398,شركة بانوراما للإستيراد والتصدير,01/10/2024,23026.7,نهر النيل,24
RN/399,الشركة الفيصلية المحدودة,01/10/2024,2673.4,نهر النيل,6
RN/400,شركة قولد سويت,02/10/2024,15933.5,نهر النيل,60
RN/401,شركة ماتريكس العالمية المحدودة,02/10/2024,28209,نهر النيل,50
RN/402,شركة بانوراما للإستيراد والتصدير,03/10/2024,36576.6,نهر النيل,24
RN/403,شركة بانوراما للإستيراد والتصدير,05/10/2024,19351.7,نهر النيل,24
RN/404,شركة كونتيننتال للبترول,05/10/2024,20832.4,نهر النيل,52
RN/405,شركة مأموركومرا للإستيراد والتصدير,05/10/2024,38693.1,نهر النيل,10
RN/406,شركة ريناس للذهب,05/10/2024,7510.4,نهر النيل,45
RN/407,شركة المنجز للإستيراد والتصدير,06/10/2024,27497,نهر النيل,5
RN/408,شركة أي كوم التجارية,07/10/2024,11762.9,نهر النيل,7
RN/409,شركة أي كوم التجارية,07/10/2024,19723.2,نهر النيل,7
RN/ 410,الشركة الفيصلية المحدودة,07/10/2024,3689.9,نهر النيل,6
RN/ 411,شركة ماتريكس العالمية المحدودة,10/10/2024,30847.7,نهر النيل,50
RN/412,شركة أعمال التعدين المتقدمة,10/10/2024,7963.2,نهر النيل,15
RN/413,شركة مأموركومرا للإستيراد والتصدير,12/10/2024,51216.6,نهر النيل,10
RN/414,أعمال علي محمد إبراهيم,14/10/2024,10437.2,نهر النيل,8
RN/415,شركة أي كوم التجارية,14/10/2024,28587.6,نهر النيل,7
RN/416,شركة أسفير للتعدين المحدودة,16/10/2024,27547.7,نهر النيل,44
RN/417,أعمال علي محمد إبراهيم,16/10/2024,21310.8,نهر النيل,8
RN/418,الشركة الفيصلية المحدودة,16/10/2024,6351.6,نهر النيل,6
RN/419,أعمال التعدين المتقدمة المحدودة,17/10/2024,37148,نهر النيل,15
RN/420,شركة المنجز للإستيراد والتصدير,19/10/2024,19430.2,نهر النيل,5
RN/421,شركة وادي السبائك للإستيراد والتصدير,19/10/2024,20002.5,نهر النيل,35
RN/422,شركة جنرال إنرجي,19/10/2024,15592.5,نهر النيل,67
RN/423,شركة كونتننتال للبترول,20/10/2024,28651.4,نهر النيل,52
RN/424,شركة علقم للأنشطة المتعددة,20/10/2024,66349.3,نهر النيل,9
RN/425,شركة قولد سويت,21/10/2024,15303.2,نهر النيل,60
RN/426,شركة ريناس للذهب,21/10/2024,14358.1,نهر النيل,45
RN/427,الشركة الفيصلية المحدودة,21/10/2024,12752.2,نهر النيل,6
RN/428,شركة مراسي للأنشطة المتعددة,24/10/2024,31031.9,نهر النيل,25
RN/429,شركة مأموركومرا للأنشطة المتعددة,26/10/2024,148859.5,نهر النيل,10
RN/430,أعمال علي محمد إبراهيم,26/10/2024,28949.6,نهر النيل,8
RN/431,شركة أعمال التعدين المتقدمة,27/10/2024,71029.5,نهر النيل,15
RN/432,أعمال بانوراما للإستيراد والتصدير,27/10/2024,46572.9,نهر النيل,24
RN/433,شركة أعمال التعدين المتقدمة,28/10/2024,11943.1,نهر النيل,15
RN/434,أعمال  أي كوم التجارية,28/10/2024,40816.8,نهر النيل,7
RN/435,شركة كونتننتال للبترول,29/10/2024,24624.2,نهر النيل,52
RN/436,شركة تالين قولد للإستيراد والتصدير,29/10/2024,5709.7,نهر النيل,26
RN/437,الشركة الفيصلية المحدودة,29/10/2024,10649.1,نهر النيل,6
